,topic,tweet,tweet_punct_removed
5036,soda,"#funko  SODA Sally (Black Light) - The Nightmare Before Christmas
Link-&gt;t.co/OhO5Sk9qi4
ATC-&gt;t.co/XWejHjCZ4V
23:56:40 2023-01-16 UTC t.co/Z0CKtgv3rz","funko  SODA Sally Black Light  The Nightmare Before Christmas
LinkgttcoOhOSkqi
ATCgttcoXWejHjCZV
  UTC tcoZCKtgvrz"
5037,soda,@ice_creme_soda お言葉に甘えて！🥺🥢✨,icecremesoda お言葉に甘えて！🥺🥢✨
5043,soda,@Collieuk @RetroBrothers @Tesco I'm getting a big fridge (mine broke 5yrs ago &amp; been making do with mini ones). Need 6pt bottles &amp; 2lt soda.,Collieuk RetroBrothers Tesco Im getting a big fridge mine broke yrs ago amp been making do with mini ones Need pt bottles amp lt soda
5051,soda,"#funko  SODA Jack Skellington (Black Light) - The Nightmare Before Christmas
Link-&gt;t.co/5QVx74MRHq
ATC-&gt;t.co/OQpSq7BMAl
23:50:48 2023-01-16 UTC t.co/T6Gm7yYmmF","funko  SODA Jack Skellington Black Light  The Nightmare Before Christmas
LinkgttcoQVxMRHq
ATCgttcoOQpSqBMAl
  UTC tcoTGmyYmmF"
5052,soda,"#funko  SODA Ursula - The Little Mermaid
Link-&gt;t.co/v2Ncpwm1kS
ATC-&gt;t.co/iwvMoij4GU
23:50:43 2023-01-16 UTC t.co/yOynwBE8VO","funko  SODA Ursula  The Little Mermaid
LinkgttcovNcpwmkS
ATCgttcoiwvMoijGU
  UTC tcoyOynwBEVO"
5057,soda,"All I drink is water , if I want soda I get a Diet Coke …",All I drink is water  if I want soda I get a Diet Coke …
5062,soda,"@Syuwa_Soda @yowaiyo_kimi  yowaiyo_kimi 

9:00デュオ   🗽","SyuwaSoda yowaiyokimi  yowaiyokimi 

デュオ   🗽"
5064,soda,"@Syuwa_Soda @k1mu_desu / k1mu_desu

🗽","SyuwaSoda kmudesu  kmudesu

🗽"
5068,soda,"おはようございます☀️
週の真ん中、水曜日ですね😊

#カコジョ #FaceApp #SODA #Meitu #Remimi #詰めパイ #女装子 #加工女装 #DailyKakojoRanking t.co/WG0LIOJimb","おはようございます☀️
週の真ん中、水曜日ですね😊

カコジョ FaceApp SODA Meitu Remimi 詰めパイ 女装子 加工女装 DailyKakojoRanking tcoWGLIOJimb"
5071,soda,"@CinnriStarling Oh NO! The Bubly brand flavorings for the soda stream are unsweetened. I was getting Hint water but was going through like 5 million bottles a week and so I bought the Bubly drops and they're ok, better than plain water t.co/ZFwiXvQAIy",CinnriStarling Oh NO The Bubly brand flavorings for the soda stream are unsweetened I was getting Hint water but was going through like  million bottles a week and so I bought the Bubly drops and theyre ok better than plain water tcoZFwiXvQAIy
5076,soda,Soda never tasted better in anything than the red Pizza Hut cups. t.co/aJxOSrjfyS,Soda never tasted better in anything than the red Pizza Hut cups tcoaJxOSrjfyS
5082,soda,Red Coke Bottle Soda Coca Cola Mini Fridge Compact Personal Refrigerator Retro | eBay t.co/z8Lce10Y1e #shopping #giftideas #home t.co/L8RpPcIL5o,Red Coke Bottle Soda Coca Cola Mini Fridge Compact Personal Refrigerator Retro  eBay tcozLceYe shopping giftideas home tcoLRpPcILo
5105,soda,@tyleroday I'm coming to New York soon to see u. I need the white glove treatment about everything cool about empire state bldg. please text me dates times asap. We will smoke a joint and have a club soda my friend,tyleroday Im coming to New York soon to see u I need the white glove treatment about everything cool about empire state bldg please text me dates times asap We will smoke a joint and have a club soda my friend
5120,soda,@quest_ricky @DineshDSouza Just need a popcorn and soda stand.,questricky DineshDSouza Just need a popcorn and soda stand
5124,soda,"@joeyancey_ No, I don’t actually care at all about soda.",joeyancey No I don’t actually care at all about soda
5127,soda,@tahoerimriders @naynay489378 @vstew0360 @RealLucyLawless At work one day with my supervisor. I went on a rant with a lot of f-bombs because the soda machine was out of diet cokes. So we started calling them DFC's. You can figure what the f stands for.,tahoerimriders naynay vstew RealLucyLawless At work one day with my supervisor I went on a rant with a lot of fbombs because the soda machine was out of diet cokes So we started calling them DFCs You can figure what the f stands for
5131,soda,"@CollinRugg Yes. Far more fair. Those with more money to consume more, pay more. Exempt all food, but not soda.",CollinRugg Yes Far more fair Those with more money to consume more pay more Exempt all food but not soda
5139,soda,"@Kruskayy big thing for me was this was almost like 99% diet alone. Just started to eat less junk, stopped soda, didn't follow a ""diet"" and learned to know when my body was satisfied after eating",Kruskayy big thing for me was this was almost like  diet alone Just started to eat less junk stopped soda didnt follow a diet and learned to know when my body was satisfied after eating
5148,soda,y’all say pop or soda ? 😭,y’all say pop or soda  😭
5151,soda,"YouTubeコラボ動画の中でも
お話してくださったのですが、商品が出来るまでに何回もサンプルを作り今のデザインになっています☺️✨

サンプルの写真1枚目も可愛いけど、今発売されているSODA POP BRA のCHERRY（赤）が個人的にお気に入り🫧 t.co/4ppJXxpsmm","YouTubeコラボ動画の中でも
お話してくださったのですが、商品が出来るまでに何回もサンプルを作り今のデザインになっています☺️✨

サンプルの写真枚目も可愛いけど、今発売されているSODA POP BRA のCHERRY（赤）が個人的にお気に入り🫧 tcoppJXxpsmm"
5156,soda,"Pay only $12.99.  50% off
Use code 30QJBE9N.
Lifewit 2pcs Soda Can Organizer for Refrigerator Kitchen Pantry Fridge Freezer Countertop Cabinet in.

t.co/cqKoI4XDoT

#lpdHome&amp; Kitchen

 More deals at t.co/veGS9qsnDN t.co/mCfMBV0tjC","Pay only    off
Use code QJBEN
Lifewit pcs Soda Can Organizer for Refrigerator Kitchen Pantry Fridge Freezer Countertop Cabinet in

tcocqKoIXDoT

lpdHomeamp Kitchen

 More deals at tcoveGSqsnDN tcomCfMBVtjC"
5160,soda,"@JimSwiftDC Delicious in both its incarnations. 

There’s an orange soda in the UK, Tango, which was very close. Sadly, the UK instituted a sugar tax on fizzy drink makers. Now, they all use a mix of sugar and fake sweeteners. Now even non-diet tastes shitty. t.co/vV3ACV9VpJ","JimSwiftDC Delicious in both its incarnations 

There’s an orange soda in the UK Tango which was very close Sadly the UK instituted a sugar tax on fizzy drink makers Now they all use a mix of sugar and fake sweeteners Now even nondiet tastes shitty tcovVACVVpJ"
5167,soda,apparently people miss sierra mist but i cant for the life of me see why. there's a reason it only dominated like less than 1% of the market. it was a bad soda. i don't give a shit about the sugar vs hfcs shit sierra mist was just not worth keeping around.,apparently people miss sierra mist but i cant for the life of me see why theres a reason it only dominated like less than  of the market it was a bad soda i dont give a shit about the sugar vs hfcs shit sierra mist was just not worth keeping around
5170,soda,@gregob99 Free *medium soda,gregob Free medium soda
5171,soda,@NotHoodlum OMG!  Soda out the nose!! t.co/boMFnHhuSu,NotHoodlum OMG  Soda out the nose tcoboMFnHhuSu
5181,soda,"@scruffymutty after not taking it for a month it made me restless and kept me up all night last night but not usually. I think my massively cutting back on soda a few years ago caused me to lose my immunity to caffeine or something, it used to not do anything to me",scruffymutty after not taking it for a month it made me restless and kept me up all night last night but not usually I think my massively cutting back on soda a few years ago caused me to lose my immunity to caffeine or something it used to not do anything to me
5185,soda,"@Melon_8_soda ご参加ありがとうございます！
結果は……はずれでした💦
1/23（月）まで毎日挑戦できます💪

＼🉐お得なクーポン🉐／
20円引きクーポンは今すぐ使えますよ‼
お会計の際にこの画面をご提示ください。
券売機店舗では食券を渡す際にご提示ください。 t.co/9fixzL7zEC","Melonsoda ご参加ありがとうございます！
結果は……はずれでした💦
（月）まで毎日挑戦できます💪

＼🉐お得なクーポン🉐／
円引きクーポンは今すぐ使えますよ‼
お会計の際にこの画面をご提示ください。
券売機店舗では食券を渡す際にご提示ください。 tcofixzLzEC"
5188,soda,"I don't drink soda anymore
But I had to pick up a 12 pack 
It's Mountain Dew Pitch Black!
And yes I'm only drinking it because of the Mountain Dew Pitch Black match.
#MountainDew #PitchBlack #RoyalRumble t.co/Gi1TbGGM7Y","I dont drink soda anymore
But I had to pick up a  pack 
Its Mountain Dew Pitch Black
And yes Im only drinking it because of the Mountain Dew Pitch Black match
MountainDew PitchBlack RoyalRumble tcoGiTbGGMY"
5193,soda,"おはようございます☀️
あとで絶対もう一眠りします…🥱

#カコジョ #FaceApp #SODA #Meitu #Remimi #詰めパイ #女装子 #加工女装 #DailyKakojoRanking t.co/GyANqQqm5Z","おはようございます☀️
あとで絶対もう一眠りします…🥱

カコジョ FaceApp SODA Meitu Remimi 詰めパイ 女装子 加工女装 DailyKakojoRanking tcoGyANqQqmZ"
5201,soda,Ex. 141 | Zach Soda vs. Shawn Nonaka (GMU),Ex   Zach Soda vs Shawn Nonaka GMU
5202,soda,"And then the soda bottles drove their cider vinegars home, idiot. Maybe I make a hair spray like last time. t.co/gLLI0gt9LN",And then the soda bottles drove their cider vinegars home idiot Maybe I make a hair spray like last time tcogLLIgtLN
5214,soda,Leave it to kids… children are creating false positive Covid tests with soda to get out of school. If they can be so easily faked how can we trust the reported Covid numbers?  t.co/YH25UNQfGz,Leave it to kids… children are creating false positive Covid tests with soda to get out of school If they can be so easily faked how can we trust the reported Covid numbers  tcoYHUNQfGz
5222,soda,@Qwerty_Soda I think everyone's limited access to giant marble slabs in this day and age is upsetting,QwertySoda I think everyones limited access to giant marble slabs in this day and age is upsetting
5223,soda,@CheMendele Y nos daban de tomar soda manchada con vino. Esta época me parece mejor para los chicos a un nivel social equivalente,CheMendele Y nos daban de tomar soda manchada con vino Esta época me parece mejor para los chicos a un nivel social equivalente
5225,soda,"ᴱⁿ ᵐᵒᵈᵒ ˢᵖᵒᵗⁱᶠʸ🎧
...""Juego de Seducción - Soda Stero""🎶
ᶠᵒˡˡᵒʷ😏 ᶠᴬⱽ❤️ ᴿᵀ🔁","ᴱⁿ ᵐᵒᵈᵒ ˢᵖᵒᵗⁱᶠʸ🎧
Juego de Seducción  Soda Stero🎶
ᶠᵒˡˡᵒʷ😏 ᶠᴬⱽ❤️ ᴿᵀ🔁"
5227,soda,"Amazonのオススメ✨

炭酸水 ZAO SODA 強炭酸水 ラベルレス 500ml×24本 (プレーン) 855

t.co/nn8ZTui6Vk","Amazonのオススメ✨

炭酸水 ZAO SODA 強炭酸水 ラベルレス ml×本 プレーン 

tconnZTuiVk"
5230,soda,買うだけ買っててパラパラ見て満足してまだ諸々熟読できていない雑誌たくさんあるけど、今日はGINGERとSODA取りに行く_φ(･_･,買うだけ買っててパラパラ見て満足してまだ諸々熟読できていない雑誌たくさんあるけど、今日はGINGERとSODA取りに行くφ･･
5234,soda,"Easy to stop drinking alcohol.

Just say you don’t drink. Only kids push after that statement.

Order and sip a soda water + lime, or if especially adventurous, a Coke Zero or a @hvmn KetoneIQ drink.","Easy to stop drinking alcohol

Just say you don’t drink Only kids push after that statement

Order and sip a soda water  lime or if especially adventurous a Coke Zero or a hvmn KetoneIQ drink"
5235,soda,soda大天才,soda大天才
5245,soda,"Mail Call! Got my Tsuyu and Demogorgon Sodas!
.
#MyHeroAcademia #MHA #Collectibles #Funko #DisTrackers #StrangerThings #Demogorgon #FunkoSoda #Soda t.co/0nDecLOViM","Mail Call Got my Tsuyu and Demogorgon Sodas

MyHeroAcademia MHA Collectibles Funko DisTrackers StrangerThings Demogorgon FunkoSoda Soda tconDecLOViM"
5250,soda,"ᴱⁿ ᵐᵒᵈᵒ ˢᵖᵒᵗⁱᶠʸ🎧
...""Canción Animal - Soda Stero""🎶
ᶠᵒˡˡᵒʷ😏 ᶠᴬⱽ❤️ ᴿᵀ🔁","ᴱⁿ ᵐᵒᵈᵒ ˢᵖᵒᵗⁱᶠʸ🎧
Canción Animal  Soda Stero🎶
ᶠᵒˡˡᵒʷ😏 ᶠᴬⱽ❤️ ᴿᵀ🔁"
5262,soda,"me: google, how do I remove a stain from carpet

google: try baking soda and vinegar

[later]

me: google, how do I clean an oven","me google how do I remove a stain from carpet

google try baking soda and vinegar

later

me google how do I clean an oven"
5265,soda,"Amazonのオススメ✨

炭酸水 ZAO SODA 強炭酸水 ラベルレス 500ml×24本 (プレーン) 633

t.co/nn8ZTui6Vk","Amazonのオススメ✨

炭酸水 ZAO SODA 強炭酸水 ラベルレス ml×本 プレーン 

tconnZTuiVk"
5275,soda,"@namekku_soda スシロー🍣のフォロー＆RTキャンペーンにご参加いただきありがとうございます🎉

結果は...

はずれでした💦
またのご参加をお待ちしております❗","namekkusoda スシロー🍣のフォロー＆RTキャンペーンにご参加いただきありがとうございます🎉

結果は

はずれでした💦
またのご参加をお待ちしております❗"
