,topic,tweet,tweets_cleaned
11446,obesity,"@BarryHunt008 @DrToddLee I’m sorry if this sounds unkind, but losing weight would provide you with many more health benefits than continual mask wearing. 

It is well established that obesity is a risk factor for doing poorly when you get COVID (as you inevitably will).",barryhunt drtoddlee sorry sound unkind losing weight would provide many health benefit continual mask wearing well established obesity risk factor poorly get covid inevitably
11455,obesity,Suffering obesity or overweight increases the strain and pressure on the abdominal muscles and makes them weaker and more prone to developing hernias,suffering obesity overweight increase strain pressure abdominal muscle make weaker prone developing hernia
11456,obesity,"Umbilical hernia found during a bariatric surgery... 
How the overweight and obesity can influence the formation of a hernia?
#SoMe4Surgery @ASMBS @SAGES_Updates @AmCollSurgeons t.co/cSi9gkmXUt",umbilical hernia found bariatric surgery overweight obesity influence formation hernia somesurgery asmbs sagesupdates amcollsurgeons tcocsigkmxut
11458,obesity,"@KobieThatcher Where were these “experts” during Covid? Obesity was a leading comorbidity, but it didn’t bother them then 🤔",kobiethatcher expert covid obesity leading comorbidity bother 
11465,obesity,Type-2 Diabetes And Obesity: Why Controlling Your Weight Is Important When You Have Diabetes? - t.co/oZlhl5JlMH #GoogleAlerts,type diabetes obesity controlling weight important diabetes tcoozlhljlmh googlealerts
11469,obesity,"@pikeypilled fascinating, i didn’t know age of menarche had been falling for so long.  i originally thought the change might be a side effect of ppl getting fat but it’s clearly not that when overweight/obesity problem really only started mid 70s",pikeypilled fascinating know age menarche falling long originally thought change might side effect ppl getting fat clearly overweightobesity problem really started mid
11472,obesity,"@grego_great She’s upset that she had to pay extra for a larger seat in first class? Hell, she’s 3 times the size of an average sized adult…she should consider reducing her girth…no one is required to accommodate her morbid obesity",gregogreat upset pay extra larger seat first class hell time size average sized adult consider reducing girth one required accommodate morbid obesity
11477,obesity,"'Ten other missense mutations found in individuals with severe obesity caused a partial LOF, predominantly by affecting the recruitment of β-arrestins.'",ten missense mutation found individual severe obesity caused partial lof predominantly affecting recruitment βarrestins
11485,obesity,"What is the association between #obesity and different #stroke types? 
Prof Craig Anderson &amp; @XiaoyingChen_ provide a fresh insight in this new commentary published in @JAMANetworkOpen: 
✍️ t.co/OrMNjIvKiV

@strokefdn @ASHRAccelerator @AusStroke @SSA_Stroke @UNSWMedicine",association obesity different stroke type prof craig anderson amp xiaoyingchen provide fresh insight new commentary published jamanetworkopen tcoormnjivkiv strokefdn ashraccelerator ausstroke ssastroke unswmedicine
11488,obesity,"@jordanbpeterson @MikhailaFuller Shame and guilt are the catalyst, carbs/sugars continuously perpetuate the problem. “Eat less move more” doesn’t work, the drastic increase in obesity shows this. Fixing my brain and going carnivore saved my life. #Carbs_Kill #Carnivore",jordanbpeterson mikhailafuller shame guilt catalyst carbssugars continuously perpetuate problem eat le move work drastic increase obesity show fixing brain going carnivore saved life carbskill carnivore
11491,obesity,What do you believe is causing the obesity epidemic?,believe causing obesity epidemic
11500,obesity,"Don’t anyone be under any illusions.

The Establishment Elites:

1. Didn’t abide by COVID rules

2. Never eat the processed obesity-promoting garbage that is foisted on everyone else

3. Laugh all the way to the bank

THEY get happier and richer, while YOU get unwell and poorer",anyone illusion establishment elite abide covid rule never eat processed obesitypromoting garbage foisted everyone else laugh way bank get happier richer get unwell poorer
11502,obesity,"@mattyglesias “Testosterone levels have dropped 50%”

Citation needed. Based on what?

And there’s no way soy or microplastics would drop your testosterone levels like that. If Americans have lower testosterone levels, it’s because of higher levels obesity and a sedentary lifestyle.",mattyglesias testosterone level dropped citation needed based way soy microplastics would drop testosterone level like american lower testosterone level higher level obesity sedentary lifestyle
11505,obesity,"You can get extra strength, the best body plus along with bring down your obesity in the event that you you should utilize the following magic-formula t.co/JmENt3Xu3b",get extra strength best body plus along bring obesity event utilize following magicformula tcojmentxub
11509,obesity,"@Royston1983 I hope you're taking into account obesity,  fast processed food, alcohol abuse, other poor lifestyle choices. But no, you choose vaccines. 😒",royston hope youre taking account obesity fast processed food alcohol abuse poor lifestyle choice choose vaccine 
11514,obesity,@guppy4x i’m not telling u to normalize obesity but commenting on someone’s weight and talking down on them effects their mental health lmao  u cant call someone fat and ugly them preach ab mental health,guppyx telling u normalize obesity commenting someone weight talking effect mental health lmao u cant call someone fat ugly preach ab mental health
11515,obesity,"Reminder: obesity was far more danger than covid before covid, during covid and after covid.  And, it is entirely within your control.",reminder obesity far danger covid covid covid covid entirely within control
11516,obesity,"Eagles: #TackleYourHealth with our partner @novonordiskus &amp; learn your risks for diabetes &amp; obesity. RT this post for a chance to win game tickets!

#FlyEaglesFly #Sweepstakes

No purch nec. Select US states. 18+. Ends 12/27. See rules: t.co/ljlkFLYWVy",eagle tackleyourhealth partner novonordiskus amp learn risk diabetes amp obesity rt post chance win game ticket flyeaglesfly sweepstakes purch nec select u state end see rule tcoljlkflywvy
11527,obesity,"Single-centre, non-randomised clinical trial to investigate the effects of bariatric surgery on social experiences and biomarkers of well-being one year after surgery in individuals with severe obesity: a protocol for the ...  t.co/xzxA4Jv911 #medRxiv",singlecentre nonrandomised clinical trial investigate effect bariatric surgery social experience biomarkers wellbeing one year surgery individual severe obesity protocol tcoxzxajv medrxiv
11529,obesity,@ChadNotChud sure obesity is important in its own right,chadnotchud sure obesity important right
11532,obesity,@DavidSligar Eh idk maybe. But I think addressing obesity is an important public health issue and that almost certainly outweighs whatever effect here,davidsligar eh idk maybe think addressing obesity important public health issue almost certainly outweighs whatever effect
11537,obesity,"""Obesity is a disease in dire need of action,"" writes @NeilFlochMD of @NorwalkHospital and @Eggface of @ObesityAction.

""It is the stigma of #obesity that causes people to deny its presence and governments to avoid preventing and treating it.""

Read: t.co/i3aahzAYlT t.co/JegWIb4tI3",obesity disease dire need action writes neilflochmd norwalkhospital eggface obesityaction stigma obesity cause people deny presence government avoid preventing treating read tcoiaahzaylt tcojegwibti
11542,obesity,"Do you know of any lifestyle intervention that simultaneously improves diabetes, hypertriglyceridemia, obesity, and NAFLD?

🤔🤔🤔🤔

Not mutually exclusive but, wouldn't it be smarter to look where NALDF originates instead of looking for pharmacological interventions? t.co/pzccK9zAg1",know lifestyle intervention simultaneously improves diabetes hypertriglyceridemia obesity nafld mutually exclusive wouldnt smarter look naldf originates instead looking pharmacological intervention tcopzcckzag
11551,obesity,"@kunley_drukpa @POLITlCSUK Remember that the population has increased dramatically, and we treat many more high risk illnesses due to many things - mainly obesity",kunleydrukpa politlcsuk remember population increased dramatically treat many high risk illness due many thing mainly obesity
11554,obesity,"@KoparaFallsKid @BethCharleston Agreed, but US death toll from Covid19 was higher than it should due to private heathcare, poverty, obesity, homelessness etc. Everything connects to everything else. Here we had Covid-zero until vaccination complete (legacy of Spanish Flu pandemic of 1919 - history repeats).",koparafallskid bethcharleston agreed u death toll covid higher due private heathcare poverty obesity homelessness etc everything connects everything else covidzero vaccination complete legacy spanish flu pandemic history repeat
11555,obesity,"@AJA_Cortes View it like obesity. Pits have a violent predisposition, made worse or lessened by their environment.

Genotype -&gt; phenotype.",ajacortes view like obesity pit violent predisposition made worse lessened environment genotype gt phenotype
11557,obesity,"@JenniferSey @washingtonpost COVID is one of the first real downstream results of the metabolic syndrome/obesity pandemic.  

Those refrigerator trucks outside hospitals?  They ran out of beds for extra large patients...",jennifersey washingtonpost covid one first real downstream result metabolic syndromeobesity pandemic refrigerator truck outside hospital ran bed extra large patient
