,topic,tweet,tweet_stemmed
11621,obesity,Serotonin 2C receptor associated with obesity and maladaptive behavior t.co/L9x79rx89G,"['serotonin', 'c', 'receptor', 'associ', 'obes', 'maladapt', 'behavior', 'tcolxrxg']"
11627,obesity,Go with this type of diet system plan to bring down obesity straight away and so bring back physical health  t.co/WdaZhhdIWq,"['go', 'type', 'diet', 'system', 'plan', 'bring', 'obes', 'straight', 'away', 'bring', 'back', 'physic', 'health', 'tcowdazhhdiwq']"
11628,obesity,Depend on this diet regimen course so that it will terminate obesity super quick additionally improve healthy lifestyle  t.co/HIrpLeN6SP,"['depend', 'diet', 'regimen', 'cours', 'termin', 'obes', 'super', 'quick', 'addit', 'improv', 'healthi', 'lifestyl', 'tcohirplensp']"
11633,obesity,You can be taking a chance on all your well being if you are carrying obesity; visit the foregoing training t.co/9DAuJpgl9b,"['take', 'chanc', 'well', 'carri', 'obes', 'visit', 'forego', 'train', 'tcodaujpglb']"
11638,obesity,@HalCranmer @tracey_holekamp I was not commenting u. I am from India &amp; very familiar with TOFI &amp; skinny fat. I work in the space of MetSyn myself across ages. So I did not mean that skinny = Healthy. But was talking about obesity on its own. Ppl hv all sorts of conditions across the world. Not the point.,"['halcranm', 'traceyholekamp', 'comment', 'u', 'india', 'amp', 'familiar', 'tofi', 'amp', 'skinni', 'fat', 'work', 'space', 'metsyn', 'across', 'age', 'mean', 'skinni', 'healthi', 'talk', 'obes', 'ppl', 'hv', 'sort', 'condit', 'across', 'world', 'point']"
11639,obesity,"Interesting paper. What it doesn't show is that sugar causes obesity.

What it does show is that absence of sugar may protect from HFD (n-6)-induced obesity.

The interesting bit is the dog that didn't bark...
t.co/oqKbQxUXSc

Thanks, Nick!","['interest', 'paper', 'doesnt', 'show', 'sugar', 'caus', 'obes', 'show', 'absenc', 'sugar', 'may', 'protect', 'hfd', 'ninduc', 'obes', 'interest', 'bit', 'dog', 'didnt', 'bark', 'tcooqkbqxuxsc', 'thank', 'nick']"
11641,obesity,"3. While a vegan diet does indeed decrease TMAO:

""Evaluation of an 8-Week #Vegan Diet on Plasma [TMAO] and Postchallenge Glucose in Adults with Dysglycemia or Obesity""

https:t.co/4BsBMGKsFJ","['', 'vegan', 'diet', 'inde', 'decreas', 'tmao', 'evalu', 'week', 'vegan', 'diet', 'plasma', 'tmao', 'postchalleng', 'glucos', 'adult', 'dysglycemia', 'obes', 'httpstcobsbmgksfj']"
11642,obesity,@HalCranmer I agree. I was just talking about Obesity. When  Big Food influences traditional cultures its bound to happen. Having said that it's nothing close to the rest of the Western world. And no carbs are not the reason.,"['halcranm', 'agre', 'talk', 'obes', 'big', 'food', 'influenc', 'tradit', 'cultur', 'bound', 'happen', 'said', 'noth', 'close', 'rest', 'western', 'world', 'carb', 'reason']"
11645,obesity,"“My truth” is not the truth. The truth is, America has an obese epidemic and promoting obesity doesn’t help the situation. t.co/fNpMJIxP1e","['', 'truth', 'truth', 'truth', 'america', 'obes', 'epidem', 'promot', 'obes', 'help', 'situat', 'tcofnpmjixp']"
11648,obesity,"I’ll give Communism one thing, it would solve the obesity crisis","['give', 'commun', 'one', 'thing', 'would', 'solv', 'obes', 'crisi']"
11649,obesity,Consider the diet system methodology so that you destroy obesity conveniently additionally raise overall health   t.co/vi7Y5cN2dJ,"['consid', 'diet', 'system', 'methodolog', 'destroy', 'obes', 'conveni', 'addit', 'rais', 'overal', 'health', 'tcoviycndj']"
11651,obesity,The Unseen Effects of Childhood Obesity: New Research Finds Connection With Poor Brain Health t.co/RrXD2GX9Wq,"['unseen', 'effect', 'childhood', 'obes', 'new', 'research', 'find', 'connect', 'poor', 'brain', 'health', 'tcorrxdgxwq']"
11652,obesity,“The sexual revolution is the cause of the obesity epidemic” is a take I had not seen before. Much to ponder.,"['', 'sexual', 'revolut', 'caus', 'obes', 'epidem', 'take', 'seen', 'much', 'ponder']"
11662,obesity,Feels like obesity drugs might be the second most hyped thing after AI right now. Everyone has them marked down as 100B sale drugs haha,"['feel', 'like', 'obes', 'drug', 'might', 'second', 'hype', 'thing', 'ai', 'right', 'everyon', 'mark', 'b', 'sale', 'drug', 'haha']"
11669,obesity,Stop hardships with healthy lifestyle as well as obesity if you ever explore this creative video footage t.co/IeDbjfF0ol,"['stop', 'hardship', 'healthi', 'lifestyl', 'well', 'obes', 'ever', 'explor', 'creativ', 'video', 'footag', 'tcoiedbjffol']"
11675,obesity,"Physical activity alone will not be a magic bullet for wt loss, PA is one tool that we can use to address obesity on an individual level &amp; ideally in conjunction with a more powerful tool for wt loss; dietary intervention

Does PA cause wt loss? t.co/tMHWuaog85","['physic', 'activ', 'alon', 'magic', 'bullet', 'wt', 'loss', 'pa', 'one', 'tool', 'use', 'address', 'obes', 'individu', 'level', 'amp', 'ideal', 'conjunct', 'power', 'tool', 'wt', 'loss', 'dietari', 'intervent', 'pa', 'caus', 'wt', 'loss', 'tcotmhwuaog']"
11676,obesity,"Designed for diabetes but used for obesity at higher doses, new medications face soaring demand. Igniting a mad scramble &amp; exposing some of the most persistent problems in the nation’s health-care system, including supply shortages, high costs &amp; inequities.t.co/1H7aljJ0kr","['design', 'diabet', 'use', 'obes', 'higher', 'dose', 'new', 'medic', 'face', 'soar', 'demand', 'ignit', 'mad', 'scrambl', 'amp', 'expos', 'persist', 'problem', 'nation', 'healthcar', 'system', 'includ', 'suppli', 'shortag', 'high', 'cost', 'amp', 'inequitiestcohaljjkr']"
11684,obesity,"@real_drex @DisabledCel @thelegalvices @real_drex Brazil right now: 80 F, $200 rent, and half the obesity rate of the US 

All W’s","['realdrex', 'disabledcel', 'thelegalvic', 'realdrex', 'brazil', 'right', 'f', 'rent', 'half', 'obes', 'rate', 'us', 'w']"
11694,obesity,@sciam Obesity has nothing to do with race.,"['sciam', 'obes', 'noth', 'race']"
11701,obesity,@ChristinaPushaw I have no words for this other than I think it’s pretty racist to doom an entire demographic to Type II diabetes and death. But perhaps this is their goal. Obesity and fentanyl takes care of their imagined population problem.,"['christinapushaw', 'word', 'think', 'pretti', 'racist', 'doom', 'entir', 'demograph', 'type', 'ii', 'diabet', 'death', 'perhap', 'goal', 'obes', 'fentanyl', 'take', 'care', 'imagin', 'popul', 'problem']"
11702,obesity,You can actually appear extra youthful working with the below excellent solutions as well as get rid of your obesity t.co/jIngxNMcLZ,"['actual', 'appear', 'extra', 'youth', 'work', 'excel', 'solut', 'well', 'get', 'rid', 'obes', 'tcojingxnmclz']"
11712,obesity,"@Laurie_Garrett @CDCgov When Michelle Obama was trying to get junk food out of school lunches, I drafted a report, “Too Fat to Fight,” explaining that obesity is a national security issue. It helped her bill pass, and school lunches are better. 
But a sugar tax is still harder to pass than a carbon tax.","['lauriegarrett', 'cdcgov', 'michel', 'obama', 'tri', 'get', 'junk', 'food', 'school', 'lunch', 'draft', 'report', 'fat', 'fight', 'explain', 'obes', 'nation', 'secur', 'issu', 'help', 'bill', 'pass', 'school', 'lunch', 'better', 'sugar', 'tax', 'still', 'harder', 'pass', 'carbon', 'tax']"
11713,obesity,"New Research: Editorial: Dyslipidemia, obesity and coronavirus disease 2019 (COVID-19) t.co/hGmi7WM9KN #Nutrition","['new', 'research', 'editori', 'dyslipidemia', 'obes', 'coronaviru', 'diseas', 'covid', 'tcohgmiwmkn', 'nutrit']"
11723,obesity,🤔Scientific American Accused of ‘Public Health Disinformation’ After Claiming Fight Against Obesity Rooted in ‘Racism’ t.co/VLEIu1g3Us,"['', 'scientif', 'american', 'accus', 'public', 'health', 'disinform', 'claim', 'fight', 'obes', 'root', 'racism', 'tcovleiugu']"
11725,obesity,"@BVanzytveld @jason4d @roger_santos7 @RWMaloneMD So if I am obese get food poisoning and die.  I didn't die from food poisoning, I died from obesity. Or if I have arthritis and I get COVID and die, I didn't die from COVID I died from arthritis. COVIDiots believe that if you have any known condition, you couldn't die from COVID.","['bvanzytveld', 'jasond', 'rogersanto', 'rwmalonemd', 'obes', 'get', 'food', 'poison', 'die', 'didnt', 'die', 'food', 'poison', 'die', 'obes', 'arthriti', 'get', 'covid', 'die', 'didnt', 'die', 'covid', 'die', 'arthriti', 'covidiot', 'believ', 'known', 'condit', 'couldnt', 'die', 'covid']"
11736,obesity,"Ada org obesity boleh tinggalkan ketagihan makan ""junk food"" &amp; jadi org  yg mempunyai berat badan yg ideal, ada perokok tegar boleh tinggalkan merokok &amp; jadi org yg lebih sihat. Kita semua ada habits tak baik yg kita nak tinggalkan. Perlukan usaha &amp; berdisiplin yg berterusan","['ada', 'org', 'obes', 'boleh', 'tinggalkan', 'ketagihan', 'makan', 'junk', 'food', 'amp', 'jadi', 'org', 'yg', 'mempunyai', 'berat', 'badan', 'yg', 'ideal', 'ada', 'perokok', 'tegar', 'boleh', 'tinggalkan', 'merokok', 'amp', 'jadi', 'org', 'yg', 'lebih', 'sihat', 'kita', 'semua', 'ada', 'habit', 'tak', 'baik', 'yg', 'kita', 'nak', 'tinggalkan', 'perlukan', 'usaha', 'amp', 'berdisiplin', 'yg', 'berterusan']"
11745,obesity,"Pharmacologic Therapy For Obesity
          t.co/xE6fMwTSS8","['pharmacolog', 'therapi', 'obes', 'tcoxefmwtss']"
11746,obesity,"@DrPops3 But look at the food industry, pumping literal sugar, energy dense shit into people's mouths. Downstream is the pharma industry with T2DM drugs and the obesity industry with bariatric surgery. Stop pumping sugar in at the top and what are you left with? No money.","['drpop', 'look', 'food', 'industri', 'pump', 'liter', 'sugar', 'energi', 'dens', 'shit', 'peopl', 'mouth', 'downstream', 'pharma', 'industri', 'tdm', 'drug', 'obes', 'industri', 'bariatr', 'surgeri', 'stop', 'pump', 'sugar', 'top', 'left', 'money']"
11747,obesity,“WHY DO I HEAR OBESITY?” Has to be the funniest shit I’ve heard today… I was screaming I’m sorry 😂😂😭😭😭,"['', 'hear', 'obes', 'funniest', 'shit', 'heard', 'today', 'scream', 'sorri', '']"
11752,obesity,"🍎🏥 Included in our Nutrition, Diet, and Disease Collection. Download “Developmental Origins of Common #Disease: Epigenetic Contributions to #Obesity” by M. Kappil et al. Free to read before Dec 31 t.co/zRUYuUjyQA. t.co/KUPllR3eiz","['', 'includ', 'nutrit', 'diet', 'diseas', 'collect', 'download', 'development', 'origin', 'common', 'diseas', 'epigenet', 'contribut', 'obes', 'kappil', 'et', 'al', 'free', 'read', 'dec', 'tcozruyuujyqa', 'tcokupllreiz']"
11770,obesity,"Apparently, a baby's first gut bacteria comes from the mother when passing through the birth canal.

This can be very helpful in preventing diseases like obesity, and is likely why you'll see some people eat so much and not seem to be affected.","['appar', 'babi', 'first', 'gut', 'bacteria', 'come', 'mother', 'pass', 'birth', 'canal', 'help', 'prevent', 'diseas', 'like', 'obes', 'like', 'youll', 'see', 'peopl', 'eat', 'much', 'seem', 'affect']"
11771,obesity,"@BillBushman @RandyS0725 Nah it is. She said “Well try to lose at least 100lbs and try again. Some recruiters see obesity as laziness.”

Shit had me like: t.co/NOHBh01zho","['billbushman', 'randi', 'nah', 'said', 'well', 'tri', 'lose', 'least', 'lb', 'tri', 'recruit', 'see', 'obes', 'lazi', 'shit', 'like', 'tconohbhzho']"
11774,obesity,"It wasn’t just state health departments, but private hospital systems: SSM Health, one of the largest health networks in the US, gave race more weight than diabetes, obesity, asthma, and hypertension combined in its allocation scheme for COVID treatments.

t.co/L3rDg2jng9","['state', 'health', 'depart', 'privat', 'hospit', 'system', 'ssm', 'health', 'one', 'largest', 'health', 'network', 'us', 'gave', 'race', 'weight', 'diabet', 'obes', 'asthma', 'hypertens', 'combin', 'alloc', 'scheme', 'covid', 'treatment', 'tcolrdgjng']"
11779,obesity,"🤔Eating less frequently RAISES LDL
☠️Snacking more DECREASES LDL
🤔Lowering carbs RAISES LDL
☠️Processed carbs DECREASES LDL
🤔Low BMI RAISES LDL
☠️High BMI DECREASES LDL

Focusing on LDL while disregarding obesity &amp; metabolic syndrome is MALPRACTICE","['', 'eat', 'less', 'frequent', 'rais', 'ldl', 'snack', 'decreas', 'ldl', 'lower', 'carb', 'rais', 'ldl', 'process', 'carb', 'decreas', 'ldl', 'low', 'bmi', 'rais', 'ldl', 'high', 'bmi', 'decreas', 'ldl', 'focus', 'ldl', 'disregard', 'obes', 'amp', 'metabol', 'syndrom', 'malpractic']"
11780,obesity,"@DALupton The contention that lockdowns could worsen health causing things like obesity, anxiety, depression, despair &amp; starvation in the third world was all about corporate profits?

Not ending the greatest policy mistake of a generation?

What exact proof do you have of your allegations?","['dalupton', 'content', 'lockdown', 'could', 'worsen', 'health', 'caus', 'thing', 'like', 'obes', 'anxieti', 'depress', 'despair', 'amp', 'starvat', 'third', 'world', 'corpor', 'profit', 'end', 'greatest', 'polici', 'mistak', 'gener', 'exact', 'proof', 'alleg']"
11781,obesity,"I really wonder how Aronofsky made THE WRESTLER. That film felt so lived in, it had soul. This was another one of his airless intellectual curiosities. People much smarter than me have written about the cruel voyeurism of Charlie's obesity, but honestly it's a dud, top to bottom.","['realli', 'wonder', 'aronofski', 'made', 'wrestler', 'film', 'felt', 'live', 'soul', 'anoth', 'one', 'airless', 'intellectu', 'curios', 'peopl', 'much', 'smarter', 'written', 'cruel', 'voyeur', 'charli', 'obes', 'honestli', 'dud', 'top', 'bottom']"
11783,obesity,A great deal of men or women identified they could shift obesity plus make back physical health employing the following tremendous approaches  t.co/K2PXc50m3l,"['great', 'deal', 'men', 'women', 'identifi', 'could', 'shift', 'obes', 'plu', 'make', 'back', 'physic', 'health', 'employ', 'follow', 'tremend', 'approach', 'tcokpxcml']"
11790,obesity,"@KaitlynQ2002 @CNN And if we just banned forks, we wouldn't have an obesity problem in America.","['kaitlynq', 'cnn', 'ban', 'fork', 'wouldnt', 'obes', 'problem', 'america']"
11793,obesity,E66 OTHER OBESITY,"['e', 'obes']"
11794,obesity,The ticking obesity time bomb? I hope I'm wearing a raincoat when that goes off.,"['tick', 'obes', 'time', 'bomb', 'hope', 'im', 'wear', 'raincoat', 'goe']"
11797,obesity,"@ada_lluch @tragicbirdapp Since black men and women have by far the highest obesity rate in the US, they now consider this a racial issue.

It easier to blame others than putting down the pork chop.","['adalluch', 'tragicbirdapp', 'sinc', 'black', 'men', 'women', 'far', 'highest', 'obes', 'rate', 'us', 'consid', 'racial', 'issu', 'easier', 'blame', 'other', 'put', 'pork', 'chop']"
11798,obesity,"Am I going crazy or the world is getting worse?
•Obesity is promoted
•Lies are celebrated 
•Genders are changed
•Wars are supported
•Pedophiles are becoming Rulers
•Health carers are killing us
•Protectors are Robbing us
•Elections are rigged
And
I’m not allowed to Speak!","['go', 'crazi', 'world', 'get', 'wors', 'obes', 'promot', 'lie', 'celebr', 'gender', 'chang', 'war', 'support', 'pedophil', 'becom', 'ruler', 'health', 'carer', 'kill', 'us', 'protector', 'rob', 'us', 'elect', 'rig', 'allow', 'speak']"
11802,obesity,"Why are more young people having heart attacks? Cleveland Health Clinic says contributors include:

1. Dietary choices such as exposure and access to ultra-processed food.

2. Weight and obesity.

3. Sedentary lifestyle and decreased physical activity.","['young', 'peopl', 'heart', 'attack', 'cleveland', 'health', 'clinic', 'say', 'contributor', 'includ', 'dietari', 'choic', 'exposur', 'access', 'ultraprocess', 'food', 'weight', 'obes', 'sedentari', 'lifestyl', 'decreas', 'physic', 'activ']"
