,topic,tweet,tweet_tokenized
11220,obesity,Long-term air pollution exposure markers of cardiometabolic health in Study of Adolescent-Adult:long-term O3 exposure (2002-07) asso with⬆️odds of HT (OR) of 1.015 ; obesity (1.022); DM (1.032); metabolic syndrome (1.028; PM2.5 exposure with⬆️OR HT (1.022) t.co/VhFo1Eiky5,"['longterm', 'air', 'pollution', 'exposure', 'markers', 'of', 'cardiometabolic', 'health', 'in', 'study', 'of', 'adolescentadultlongterm', 'o', 'exposure', 'asso', 'with', 'odds', 'of', 'ht', 'or', 'of', 'obesity', 'dm', 'metabolic', 'syndrome', 'pm', 'exposure', 'with', 'or', 'ht', 'tcovhfoeiky']"
11221,obesity,"@blueeyedhound1 I'm an older woman, but I've had good results with Dr. Jason Fung's strategy, found in ""The Obesity Code""

(low carb, IF - no calorie counting)

free here t.co/gByUw8pBXj","['blueeyedhound', 'im', 'an', 'older', 'woman', 'but', 'ive', 'had', 'good', 'results', 'with', 'dr', 'jason', 'fungs', 'strategy', 'found', 'in', 'the', 'obesity', 'code', 'low', 'carb', 'if', 'no', 'calorie', 'counting', 'free', 'here', 'tcogbyuwpbxj']"
11222,obesity,"#Obesity affects some groups more than others, but there is hope. Learn what can be done to remove barriers to health: t.co/UZBQlrhpwS t.co/s22upCgYkM","['obesity', 'affects', 'some', 'groups', 'more', 'than', 'others', 'but', 'there', 'is', 'hope', 'learn', 'what', 'can', 'be', 'done', 'to', 'remove', 'barriers', 'to', 'health', 'tcouzbqlrhpws', 'tcosupcgykm']"
11226,obesity,"@notinmybutt_ Didn't you hear, Obesity is beautiful 🙄😅","['notinmybutt', 'didnt', 'you', 'hear', 'obesity', 'is', 'beautiful', '']"
11227,obesity,@RalfThePowerful It’s not okay to make fun of fat people at the gym but it is okay to tell them their obesity is a problem. DUH.,"['ralfthepowerful', 'it', 's', 'not', 'okay', 'to', 'make', 'fun', 'of', 'fat', 'people', 'at', 'the', 'gym', 'but', 'it', 'is', 'okay', 'to', 'tell', 'them', 'their', 'obesity', 'is', 'a', 'problem', 'duh']"
11230,obesity,"Can Europeans stop making obesity an American issue. Like y’all definitely got some bitches built like refrigerators in your countries as well. AMERICANS! At least allow fat people some space to feel sexy, and attractive instead of ostracizing them.","['can', 'europeans', 'stop', 'making', 'obesity', 'an', 'american', 'issue', 'like', 'y', 'all', 'definitely', 'got', 'some', 'bitches', 'built', 'like', 'refrigerators', 'in', 'your', 'countries', 'as', 'well', 'americans', 'at', 'least', 'allow', 'fat', 'people', 'some', 'space', 'to', 'feel', 'sexy', 'and', 'attractive', 'instead', 'of', 'ostracizing', 'them']"
11234,obesity,"Registration is now open for #ECO2023! Early bird discounts are available. Programme details have now been published online; visit the website for full details.

t.co/PSa5CcJWbR

#obesity 
@EASOpresident t.co/IOKGQmsWRx","['registration', 'is', 'now', 'open', 'for', 'eco', 'early', 'bird', 'discounts', 'are', 'available', 'programme', 'details', 'have', 'now', 'been', 'published', 'online', 'visit', 'the', 'website', 'for', 'full', 'details', 'tcopsaccjwbr', 'obesity', 'easopresident', 'tcoiokgqmswrx']"
11239,obesity,@hmschicalta @emiweelee @ProvoSchoolDist It's a good message to an age group much more vulnerable to obesity,"['hmschicalta', 'emiweelee', 'provoschooldist', 'its', 'a', 'good', 'message', 'to', 'an', 'age', 'group', 'much', 'more', 'vulnerable', 'to', 'obesity']"
11246,obesity,@jerryteixeira Dr Jill Haszard is fascinating for bio stats and Dr Rachael Taylor is doing fascinating work on sleep and obesity in children,"['jerryteixeira', 'dr', 'jill', 'haszard', 'is', 'fascinating', 'for', 'bio', 'stats', 'and', 'dr', 'rachael', 'taylor', 'is', 'doing', 'fascinating', 'work', 'on', 'sleep', 'and', 'obesity', 'in', 'children']"
11250,obesity,Burning up obesity in a flash kicks off by regaining ones overall health utilising the information presented in this blog site t.co/0Iw64SfNw6,"['burning', 'up', 'obesity', 'in', 'a', 'flash', 'kicks', 'off', 'by', 'regaining', 'ones', 'overall', 'health', 'utilising', 'the', 'information', 'presented', 'in', 'this', 'blog', 'site', 'tcoiwsfnw']"
11252,obesity,Three social media doctors in an Uber talking on their way to get a plane #some #medtwitter #meded #obesity #weight @JaimeAlmandoz @BevTchangMD @NeilFlochMD t.co/9Up487kIwm,"['three', 'social', 'media', 'doctors', 'in', 'an', 'uber', 'talking', 'on', 'their', 'way', 'to', 'get', 'a', 'plane', 'some', 'medtwitter', 'meded', 'obesity', 'weight', 'jaimealmandoz', 'bevtchangmd', 'neilflochmd', 'tcoupkiwm']"
11261,obesity,"If you're an obesity specialist MD/DO/NP (or even with obesity experience) and want to work me and my team @joinsequence 

Click below to apply!

We are growing rapidly and in every state. #obesitymedicine 

t.co/zSwehcyPBm","['if', 'youre', 'an', 'obesity', 'specialist', 'mddonp', 'or', 'even', 'with', 'obesity', 'experience', 'and', 'want', 'to', 'work', 'me', 'and', 'my', 'team', 'joinsequence', 'click', 'below', 'to', 'apply', 'we', 'are', 'growing', 'rapidly', 'and', 'in', 'every', 'state', 'obesitymedicine', 'tcozswehcypbm']"
11278,obesity,"With obesity, end-expiratory PAWP may also overestimate true preload. Tonelli has used esophageal pressures to estimate and subtract out the impact of intrathoracic pressures.
t.co/zRtbsnW8Uo
Averaged pressures correlated better w/ ""true"" pressures but signif variability.","['with', 'obesity', 'endexpiratory', 'pawp', 'may', 'also', 'overestimate', 'true', 'preload', 'tonelli', 'has', 'used', 'esophageal', 'pressures', 'to', 'estimate', 'and', 'subtract', 'out', 'the', 'impact', 'of', 'intrathoracic', 'pressures', 'tcozrtbsnwuo', 'averaged', 'pressures', 'correlated', 'better', 'w', 'true', 'pressures', 'but', 'signif', 'variability']"
11279,obesity,"@DerekCarb4 @jacobhuneycutt_ Obesity isn’t a sin though. Laziness and slothfulness can be procrastination or decision paralysis from ADHD. We may be “overeating” because of grief or stress. Again, I advocate for erring on the side of grace here. +","['derekcarb', 'jacobhuneycutt', 'obesity', 'isn', 't', 'a', 'sin', 'though', 'laziness', 'and', 'slothfulness', 'can', 'be', 'procrastination', 'or', 'decision', 'paralysis', 'from', 'adhd', 'we', 'may', 'be', 'overeating', 'because', 'of', 'grief', 'or', 'stress', 'again', 'i', 'advocate', 'for', 'erring', 'on', 'the', 'side', 'of', 'grace', 'here', '']"
11287,obesity,"@EmmaSpecter noted obesity experts, random people on the internet!!!!!!","['emmaspecter', 'noted', 'obesity', 'experts', 'random', 'people', 'on', 'the', 'internet']"
11289,obesity,This necessary video my partner circulated mainly because I observed a approach to get rid of your obesity quickly and improve health and well-being t.co/WQnRtDr4lH,"['this', 'necessary', 'video', 'my', 'partner', 'circulated', 'mainly', 'because', 'i', 'observed', 'a', 'approach', 'to', 'get', 'rid', 'of', 'your', 'obesity', 'quickly', 'and', 'improve', 'health', 'and', 'wellbeing', 'tcowqnrtdrlh']"
11294,obesity,"@GSIndustries80 @gainzy222 Respect their laws or don’t go there it’s very simple. The west is not morally superior the west is responsible for more war crimes, has more obesity, crimes, drug addicts, alcoholic, divorces, atheists, incarcerations, corruption than anyone! Respect Qatari laws!","['gsindustries', 'gainzy', 'respect', 'their', 'laws', 'or', 'don', 't', 'go', 'there', 'it', 's', 'very', 'simple', 'the', 'west', 'is', 'not', 'morally', 'superior', 'the', 'west', 'is', 'responsible', 'for', 'more', 'war', 'crimes', 'has', 'more', 'obesity', 'crimes', 'drug', 'addicts', 'alcoholic', 'divorces', 'atheists', 'incarcerations', 'corruption', 'than', 'anyone', 'respect', 'qatari', 'laws']"
11296,obesity,"This study would be more interesting if it wasn’t so predatory.  They paid low-income people with obesity to lose weight. $750 to be exact, and it worked. 

Its so sick and twisted t.co/SXYsOvtdzm","['this', 'study', 'would', 'be', 'more', 'interesting', 'if', 'it', 'wasn', 't', 'so', 'predatory', 'they', 'paid', 'lowincome', 'people', 'with', 'obesity', 'to', 'lose', 'weight', 'to', 'be', 'exact', 'and', 'it', 'worked', 'its', 'so', 'sick', 'and', 'twisted', 'tcosxysovtdzm']"
11297,obesity,"Over 75% of military age Americans are not suitable for military service because of obesity, drugs and criminal records.","['over', 'of', 'military', 'age', 'americans', 'are', 'not', 'suitable', 'for', 'military', 'service', 'because', 'of', 'obesity', 'drugs', 'and', 'criminal', 'records']"
11306,obesity,"I don't own $AMGN - so if $SNY is off the deal, no arb pressure on it - Ha!  I have no interest in AMGN, the hype of the obesity asset - yrs away - is beyond ridiculous.  Not that i care the obesity trade either, I think it's a fools' game for people paying at current prices.","['i', 'dont', 'own', 'amgn', 'so', 'if', 'sny', 'is', 'off', 'the', 'deal', 'no', 'arb', 'pressure', 'on', 'it', 'ha', 'i', 'have', 'no', 'interest', 'in', 'amgn', 'the', 'hype', 'of', 'the', 'obesity', 'asset', 'yrs', 'away', 'is', 'beyond', 'ridiculous', 'not', 'that', 'i', 'care', 'the', 'obesity', 'trade', 'either', 'i', 'think', 'its', 'a', 'fools', 'game', 'for', 'people', 'paying', 'at', 'current', 'prices']"
11307,obesity,"#Cameroon Statistics

•Maternal mortality ratio: 529 deaths/100,000 live births (2017 est.)
•Physician density: 0.13 physicians/1,000 population (2019)
•HIV prev: 2.9% (2021 est.)
•Obesity: 11.4% (2016)

My problem here is the physicians that are paid less than $200/month.","['cameroon', 'statistics', 'maternal', 'mortality', 'ratio', 'deaths', 'live', 'births', 'est', 'physician', 'density', 'physicians', 'population', 'hiv', 'prev', 'est', 'obesity', 'my', 'problem', 'here', 'is', 'the', 'physicians', 'that', 'are', 'paid', 'less', 'than', 'month']"
11310,obesity,"In this age of vanity and excess, over consumption of food has fostered a swelling obesity epidemic, and equal but opposite backlash as people attempt to lose weight.  

t.co/fpRYiUmuOe","['in', 'this', 'age', 'of', 'vanity', 'and', 'excess', 'over', 'consumption', 'of', 'food', 'has', 'fostered', 'a', 'swelling', 'obesity', 'epidemic', 'and', 'equal', 'but', 'opposite', 'backlash', 'as', 'people', 'attempt', 'to', 'lose', 'weight', 'tcofpryiumuoe']"
11314,obesity,A huge amount of women definitely will eliminate obesity without delay via utilizing the foregoing option t.co/xTtBL6Q0UI,"['a', 'huge', 'amount', 'of', 'women', 'definitely', 'will', 'eliminate', 'obesity', 'without', 'delay', 'via', 'utilizing', 'the', 'foregoing', 'option', 'tcoxttblqui']"
11315,obesity,"What an honor to host French ambassador to the U.S. 
@Ph_Etienne and his delegation.

The team toured @CUAnschutzWell and discussed an international research collaboration led by @A_Bergouignan of @CUMedicalSchool to study the role of sedentary behavior on metabolism and obesity. t.co/I5eqlkaWjC","['what', 'an', 'honor', 'to', 'host', 'french', 'ambassador', 'to', 'the', 'us', 'phetienne', 'and', 'his', 'delegation', 'the', 'team', 'toured', 'cuanschutzwell', 'and', 'discussed', 'an', 'international', 'research', 'collaboration', 'led', 'by', 'abergouignan', 'of', 'cumedicalschool', 'to', 'study', 'the', 'role', 'of', 'sedentary', 'behavior', 'on', 'metabolism', 'and', 'obesity', 'tcoieqlkawjc']"
11318,obesity,"#CocaCola
""Lobbies to slow down or avoid govt regulations taxes, marketing restrictions.
Industry associations  oppose policies.
Used messaging techniques to oppose food/nutrition policy. 
Takes stance physical activity than diets as key for obesity."" 

t.co/mPzpdT0X3u","['cocacola', 'lobbies', 'to', 'slow', 'down', 'or', 'avoid', 'govt', 'regulations', 'taxes', 'marketing', 'restrictions', 'industry', 'associations', 'oppose', 'policies', 'used', 'messaging', 'techniques', 'to', 'oppose', 'foodnutrition', 'policy', 'takes', 'stance', 'physical', 'activity', 'than', 'diets', 'as', 'key', 'for', 'obesity', 'tcompzpdtxu']"
11320,obesity,"@elebull @LaurieAnn314 @RandPaul Under those circumstances (very young population, almost no obesity, almost entirely open air, breezy environment almost everywhere) COVID does not spread well enough to really harm very many people.","['elebull', 'laurieann', 'randpaul', 'under', 'those', 'circumstances', 'very', 'young', 'population', 'almost', 'no', 'obesity', 'almost', 'entirely', 'open', 'air', 'breezy', 'environment', 'almost', 'everywhere', 'covid', 'does', 'not', 'spread', 'well', 'enough', 'to', 'really', 'harm', 'very', 'many', 'people']"
11322,obesity,"@elebull @LaurieAnn314 @RandPaul But there are other factors as well. Some poor countries (Haiti is a great example) have a genuinely low death rate due to several factors:

1) Virtually zero obesity.
2) An extremely young population.
3) A climate and economy where people can and do leave windows open all year.","['elebull', 'laurieann', 'randpaul', 'but', 'there', 'are', 'other', 'factors', 'as', 'well', 'some', 'poor', 'countries', 'haiti', 'is', 'a', 'great', 'example', 'have', 'a', 'genuinely', 'low', 'death', 'rate', 'due', 'to', 'several', 'factors', 'virtually', 'zero', 'obesity', 'an', 'extremely', 'young', 'population', 'a', 'climate', 'and', 'economy', 'where', 'people', 'can', 'and', 'do', 'leave', 'windows', 'open', 'all', 'year']"
11328,obesity,"Andy Vermaut shares:Bariatric Surgery Effective for Class l Obesity: Patients with a BMI of 30 to 35 achieved good outcomes with bariatric surgery in a small, single-center study with 5-year follow-up. 
 Medscape Medical News t.co/5BwAJOInzS Thank you. t.co/jN90nY7KZo","['andy', 'vermaut', 'sharesbariatric', 'surgery', 'effective', 'for', 'class', 'l', 'obesity', 'patients', 'with', 'a', 'bmi', 'of', 'to', 'achieved', 'good', 'outcomes', 'with', 'bariatric', 'surgery', 'in', 'a', 'small', 'singlecenter', 'study', 'with', 'year', 'followup', 'medscape', 'medical', 'news', 'tcobwajoinzs', 'thank', 'you', 'tcojnnykzo']"
11330,obesity,"Modesty for Allah isn’t the same as trying to hide your obesity and please your man, Chantal.","['modesty', 'for', 'allah', 'isn', 't', 'the', 'same', 'as', 'trying', 'to', 'hide', 'your', 'obesity', 'and', 'please', 'your', 'man', 'chantal']"
11332,obesity,@WHATSFORDlNNER Western diet. Obesity central. Pure greed and gluttony. No thanks!,"['whatsfordlnner', 'western', 'diet', 'obesity', 'central', 'pure', 'greed', 'and', 'gluttony', 'no', 'thanks']"
11344,obesity,"@mrmickme @x2IndSpeculator Indeed. 

COVID and other conditions (anxiety, addiction, obesity, mental health) are taking a toll on the labor force.

See this paper: data is for the UK but I believe it is a global trend, especially for GenZ,the most likely to be in service jobs.

t.co/atuCkOMwvG t.co/EvD9eyc7v8","['mrmickme', 'xindspeculator', 'indeed', 'covid', 'and', 'other', 'conditions', 'anxiety', 'addiction', 'obesity', 'mental', 'health', 'are', 'taking', 'a', 'toll', 'on', 'the', 'labor', 'force', 'see', 'this', 'paper', 'data', 'is', 'for', 'the', 'uk', 'but', 'i', 'believe', 'it', 'is', 'a', 'global', 'trend', 'especially', 'for', 'genzthe', 'most', 'likely', 'to', 'be', 'in', 'service', 'jobs', 'tcoatuckomwvg', 'tcoevdeycv']"
11346,obesity,"Ah, culinary colonialism. In the ‘50s, as US turkey demand soared, one part of the bird was too “gross” for Americans—the fat-laden tail. Growers dumped tons of turkey ass on American Samoa, who soon ate 44lbs/capita/year—accelerating its obesity epidemic.
t.co/nNswjrkdQg","['ah', 'culinary', 'colonialism', 'in', 'the', 's', 'as', 'us', 'turkey', 'demand', 'soared', 'one', 'part', 'of', 'the', 'bird', 'was', 'too', 'gross', 'for', 'americans', 'the', 'fatladen', 'tail', 'growers', 'dumped', 'tons', 'of', 'turkey', 'ass', 'on', 'american', 'samoa', 'who', 'soon', 'ate', 'lbscapitayear', 'accelerating', 'its', 'obesity', 'epidemic', 'tconnswjrkdqg']"
11347,obesity,Do you want to make a good gift at these parties? Give the book THE PHILLIPS METHOD TO STOP SMOKING A present for the whole life t.co/eQ4X9dcGhi #MethodsToStopSmoking #FightAgainstCancer #Obesity #Cancer #Selfhelp @phillipsjones13 @phillipsjones14 @MikoAucarod,"['do', 'you', 'want', 'to', 'make', 'a', 'good', 'gift', 'at', 'these', 'parties', 'give', 'the', 'book', 'the', 'phillips', 'method', 'to', 'stop', 'smoking', 'a', 'present', 'for', 'the', 'whole', 'life', 'tcoeqxdcghi', 'methodstostopsmoking', 'fightagainstcancer', 'obesity', 'cancer', 'selfhelp', 'phillipsjones', 'phillipsjones', 'mikoaucarod']"
11353,obesity,Effect of Diet and Exercise on Knee Pain in Patients With Osteoarthritis and Overweight or Obesity t.co/QrgR9SCqdW via @JAMA_current part of @JAMANetwork t.co/wsEUjmskGJ,"['effect', 'of', 'diet', 'and', 'exercise', 'on', 'knee', 'pain', 'in', 'patients', 'with', 'osteoarthritis', 'and', 'overweight', 'or', 'obesity', 'tcoqrgrscqdw', 'via', 'jamacurrent', 'part', 'of', 'jamanetwork', 'tcowseujmskgj']"
